File,Title,Artist,Release,Duration,BPM,Ratio Bars in 4,Time Signature,Genre,MusicBrainz Id,Acoustid Id
0333_allday,All Day,Cody Simpson,Now That's What I Call Music! 38,187.152,85,100.0,4|4,Pop,a7e0d643-268e-43a0-b37f-61c9beb4c90a,3850c457-db25-481b-a91d-54ff12c04b2b
0334_alltherightplaces,All the Right Places,Zach Heckendorf,Now That's What I Call Music! 42,202.08,94,100.0,4|4,Pop,d6f21b01-306b-4c18-9588-a01eab9919bc,6e6e0ee7-3e47-4199-9fe6-d32b48a73631
0335_allyourlife,All Your Life,The Band Perry,"Great Big Love Songs, Volume 2",231.075,66,100.0,4|4,Country,386490a3-6833-4951-a6cf-70344552bd75,9becca71-7e5d-45c5-9da9-624500ba9916
0336_alonewithyou,Alone With You,Jake Owen,"Promo Only: Country Radio, December 2011",211.257,109,100.0,4|4,Country,b0c868ad-fe8d-4397-a2a5-e217cac053f9,22ff1ad2-0c46-406b-8d98-7d28f81a2d2e
0337_alwayssomethingthere,Always Something There to Remind Me,Naked Eyes,NOW That's What I Call the 80s Hits,221.846,150,100.0,4|4,Pop,0e9aecc8-49d5-4efc-95fc-a6365bd6d00a,d72352b0-30fc-4a4d-899a-223e6cd61a61
0338_animal,Animal,Neon Trees,Now That's What I Call Music! 36,210.761,150,100.0,4|4,Pop,db32c1ea-3664-4c25-996d-6e9679c1bf9a,f4018ab0-58f8-437c-afc6-6c83a7796658
0339_aslongasyouloveme,As Long as You Love Me,Justin Bieber feat. Big Sean,Now That's What I Call Music! 44,226.944,70,100.0,4|4,Pop,12456308-20ee-41c6-bfc4-1849c86b2f69,7532f4c8-b77a-4fc1-866c-fdc726d6f8e2
0340_backintime,Back in Time,Pitbull,Now That's What I Call Music! 43,204.904,127,100.0,4|4,Hip-Hop,d246dd49-216d-41ec-855f-281c34e95598,62620faf-dea6-4404-904d-af8bc09e7a46
0341_baggageclaim,Baggage Claim,Miranda Lambert,Four the Record,197.035,81,100.0,4|4,Country,462e3b00-f54c-4d01-bc95-97030fcdf1ab,6c326a77-0d22-41d0-96d9-fb2466945b54
0342_bangpop,Bang Pop,Free Energy,Now That's What I Call Music! 36,217.48,92,100.0,4|4,Rock,745db1c5-0931-4cc2-8555-8516e03bae44,f374c480-29f0-45f9-a393-999fe9f7817a
0343_banjo,Banjo,Rascal Flatts,"Promo Only: Country Radio, March 2012",224.748,102,99.47089947,4|4,Country,a3a89be0-dbfd-4abb-923a-1ad480332250,28aae86b-6dd0-4a29-8e88-81f6dccabcd0
0344_beautifullife,Beautiful Life,Ace of Base,Now That's What I Call Dance Classics,217.061,134,99.14529915,4|4,Dance/Electronic,554a7958-37ca-4718-8e25-b777d7bece35,0422df9b-3ac5-40b2-b947-59941d4c25b8
0345_beinlovetonight,Be in Love Tonight,Toy Connor,Now That's What I Call Music! 44,186.838,130,100.0,4|4,Dance/Electronic,bf142a76-e661-4bfc-a5c6-8af3d37f9114,b6f7dc62-fd0a-4a90-b4e2-1ad139d93d64
0346_birthdaydress,Birthday Dress,Lil Playy feat. Matthew Koma,Now That's What I Call Music! 40,203.309,109,100.0,4|4,Hip-Hop,e862120c-2d7c-434a-8351-c2a1a5936a45,b94b5994-e0e4-4a9e-ace0-01f45f9523dd
0347_bitch,Bitch,Meredith Brooks,Now That's What I Call the 1990s,253.612,96,100.0,4|4,Alternative,b64f218e-5556-41fc-96cc-7b625614aebb,c4fc3cd7-95d0-46d8-8a63-a12cebaf143c
0348_blackout,Blackout,Breathe Carolina,Now That's What I Call Music! 41,208.564,122,100.0,4|4,Pop,e6f68eb9-b7d7-45bb-a47b-538aa7bdf0c8,c5d0beaf-e3af-46e3-a490-2c43f28538f9
0349_blow,Blow,Ke$ha,Now That's What I Call Music! 38,219.101,120,100.0,4|4,Dance/Electronic,086112a4-d0f5-4ebb-b445-9c2ed3bf7b1c,806351a2-e895-428b-8398-4ca2fe40d32f
0350_blowme,Blow Me (One Last Kiss),P!nk,Now That's What I Call Music! 44,229.637,114,100.0,4|4,Pop,5fa0d245-5d18-41b9-ac2d-ed76bcf99be0,216aa04e-cbc8-49e6-9070-b4d778045a4c
0351_blowup,Blow Up,Sammy Adams,Now That's What I Call Music! 41,176.38,83,96.72131148,4|4,Hip-Hop,84c49b29-e95c-4771-8438-d37e975defe2,5b96285f-2a7b-4658-a6be-046bc6cfdeed
0352_boogiewonderland,Boogie Wonderland,"Earth, Wind & Fire",Now That's What I Call Dance Classics,286.999,130,100.0,4|4,Funk/Disco,3028090e-cc36-4786-92bb-b3a940db4f7e,03351657-db3b-42c2-81a5-0e847eea27d8
0353_bottomsup,Bottoms Up,Trey Songz feat. Nicki Minaj,Now That's What I Call Music! 37,239.938,74,100.0,4|4,Hip-Hop,a9647c0c-5854-4402-bfcd-00389155183d,3e783ceb-c405-4473-b564-18aa2d5fdbf1
0354_brandnewday,Brand New Day (NOW What's Next Bonus Track),Trevor Hall,NOW That's What I Call Music Vol. 40,210.447,117,100.0,4|4,Pop,5f77ad39-aef4-3344-978a-eb4181b2df54,034c89a8-20dd-4eb4-9105-e6682f2da6f0
0355_brokenhearted,Brokenhearted,Karmin,Now That's What I Call Music! 42,226.264,120,100.0,4|4,Pop,c281aae1-44a5-4f1a-bd91-3c74af76f90c,c4639442-eb81-41a0-b357-e6d6a85fc695
0356_californiagurls,California Gurls,Katy Perry,Now That's What I Call Music! 35,232.827,124,100.0,4|4,Dance/Electronic,44e88237-bdb1-4176-9687-714f0d9f6f76,1b1782fd-98ad-4dfa-9f74-fac0bccf3185
0357_cheers,Cheers (Drink to That),Rihanna,Now That's What I Call Music! 40,238.866,80,97.43589744,4|4,Hip-Hop,5845ba30-3b19-4ecf-8d1c-9f199a760915,58b6596d-5e74-4dc7-948d-af437f71455e
0358_children,Children,VV Brown feat. Chiddy Bang,Now That's What I Call Music! 40,193.819,90,100.0,4|4,Hip-Hop,c82d9096-d8eb-46a7-884d-b3838465de80,b3e25849-58ca-4c9e-8167-2174f7b7d8f5
0359_cominghome,Coming Home,Diddy - Dirty Money feat. Skylar Grey,Now That's What I Call Music! 38,238.553,84,100.0,4|4,Hip-Hop,acd89fe1-d690-4b8f-8244-aabfe49fc6f9,14a483c1-f6e8-4bb3-94f5-65f9a4c844e1
0360_coolerthanme,Cooler Than Me,Mike Posner,Now That's What I Call Music! 35,212.512,130,100.0,4|4,Pop,da038eee-0d61-48e6-8622-a228e44690ea,68394cb5-4f89-4b82-a311-0ce08fdeccba
0361_countrymustbecountrywide,Country Must Be Country Wide,Brantley Gilbert,Halfway to Heaven,214.891,84,100.0,4|4,Country,f673e343-eb1d-4210-90f0-b99fca0f3310,7e9d6ffc-7603-4471-b4e5-ef56a579fac8
0362_crazygirl,Crazy Girl,Eli Young Band,Life At Best,199.963,150,0.0,6|8,Country,68d06664-629e-4c42-824f-53d7d6ce9128,9234bc7c-ff08-43a3-9bc1-e5a4fc41d928
0363_darkside,Dark Side,Kelly Clarkson,Now That's What I Call Music! 44,222.29,119,100.0,4|4,Dance/Electronic,6919f3b6-a84e-4cd2-815d-02b12de6b782,1ee61534-6ee6-4820-8b6f-c74301b9ab5d
0364_deuces,Deuces,Chris Brown feat. Tyga & Kevin McCall,Now That's What I Call Music! 36,275.182,74,100.0,4|4,Hip-Hop,e849f1a5-ab06-4b4f-8149-0a2f15385416,e7c7308b-86f3-4a1c-9dea-b89ba44356bd
0365_dirtroadanthem,Dirt Road Anthem,Jason Aldean,My Kinda Party,225.977,64,100.0,4|4,Country,1f1f1d47-4ec1-4ce5-a681-6ca08d11c079,d45e1d96-0a2c-4495-b2e5-333b65b7ce89
0366_domino,Domino,Jessie J,Now That's What I Call Music! 41,228.879,128,99.16666667,4|4,Pop,bc4abc41-2f25-4eff-a624-9a2984b2f1f2,2f3ead65-bdeb-4cd6-bcff-bb0ffa4790ce
0367_dontdreamitsover,Don't Dream It's Over,Crowded House,NOW That's What I Call the 80s Hits,237.716,81,100.0,4|4,Pop,acd06f90-79fe-49f6-881a-5250d896bed9,0bff06e4-a0f4-4d5c-b41e-69decd80f238
0368_dontwakemeup,Don't Wake Me Up,Chris Brown,Now That's What I Call Music! 44,220.434,128,100.0,4|4,Pop,ff389ff1-6e16-4078-97a8-f098089cb123,571aa56a-e1f6-460e-bcc3-f715806730db
0369_dontyouworrychild,Don't You Worry Child,Swedish House Mafia feat. John Martin,Now That's What I Call Music! 44,209.924,130,100.0,4|4,Pop,412eee55-c199-45c1-a67e-104d01075be3,3f489c12-77db-4a5d-b32a-880ad14e3a1b
0370_downonme,Down on Me,Jeremih feat. 50 Cent,Now That's What I Call Music! 38,227.389,80,100.0,4|4,Hip-Hop,8a2884d4-be9c-424c-8310-0a68769a8f53,2ed59e99-25e4-42ca-ad2d-c3cab9972297
0371_downunder,Down Under,Men at Work,NOW That's What I Call the 80s Hits,218.421,105,100.0,4|4,Pop,78c2a211-1c63-48f1-ad20-28b70eb98491,11c5d32e-156c-4c07-96d7-4188d1cf4d12
0372_drinkinmyhand,Drink in My Hand,Eric Church,"Now That's What I Call Country, Volume 5",191.596,113,100.0,4|4,Country,79768264-8da5-4079-a836-9b5171d92a15,65d08cda-6838-4209-9eb3-31535e991397
0373_driveby,Drive By,Train,Now That's What I Call Music! 42,191.073,122,98.96907216,4|4,Pop,e04a4d03-6eae-478c-8b41-4f1dc5f2b854,1f73c2a6-2a92-4344-ba9b-ff93b9ea732c
0374_drunkonyou,Drunk on You,Luke Bryan,Now That's What I Call Music! 43,223.885,72,100.0,4|4,Country,97acacdb-8302-428d-bb06-00f567b587e1,f6860d7a-8495-4ae7-aea8-3fb5c31b60b4
0375_dynamite,Dynamite (Promo Only clean edit),Taio Cruz,"Promo Only: Mainstream Radio, July 2010",217.166,120,100.0,4|4,Dance/Electronic,947f15d9-6958-4e87-802b-fdadf89be7c2,08581914-63f2-460e-9e3e-4e46b4f2aeb9
0376_earthquake,Earthquake,Labrinth feat. Busta Rhymes,Now That's What I Call Music! 42,260.018,77,100.0,4|4,Dance/Electronic,43cf5213-c9d5-4966-8e5a-ed63fadb09f8,79cdd58e-4202-44de-a240-eed1f82780ff
0377_eatdirt,Eat Dirt,Susan Justice,Now That's What I Call Music! 41,219.388,63,96.36363636,4|4,Pop,c5b608a2-1586-4d79-887a-f9b0457da4a0,61255482-6055-4ec5-bae1-591f01f6e84a
0378_effinperfect,Fuckin' Perfect,P!nk,More Music 4,210.499,92,100.0,4|4,Pop,5f11e9aa-626f-421c-9238-dbb5abb0c558,eec13a29-2b4a-42eb-b551-a38e543e302c
0379_et,E.T.,Katy Perry feat. Kanye West,Now That's What I Call Music! 38,229.114,75,100.0,4|4,Hip-Hop,a53fe01d-5c2d-4c71-9684-9ef814df9c9b,e09728bc-4209-448a-b79b-48f037657636
0380_everybodytalks,Everybody Talks,Neon Trees,Now That's What I Call Music! 43,177.687,156,99.11504425,4|4,Rock,7be8d679-53b5-4fde-909e-de2dfd433c6b,d26b30f9-b05e-4299-b979-6fa77f8db1c8
0381_everythingyouwant,Everything You Want,Vertical Horizon,Alternative Moments III,257.168,94,98.98989899,4|4,Alternative,cd61db9b-9131-4bb2-a923-3720aaf2bb97,f8c46bc6-b778-4540-92f8-8ddf74342df9
0382_fatherofmine,Father of Mine,Everclear,Now That's What I Call the 1990s,233.847,97,100.0,4|4,Rock,40b3c310-0790-446f-b34f-d694137cfb47,3da54b19-4197-4811-8890-27ff3d8359b4
0383_feelsoclose,Feel So Close (radio edit),Calvin Harris,Now That's What I Call Music! 80,202.263,128,100.0,4|4,Pop,2032deda-d977-4bca-8014-e6050ddbf1f0,50bd96c6-9661-4aa8-901c-16da2a0e81a4
0384_finally,Finally,CeCe Peniston,Now That's What I Call Dance Classics,237.873,120,100.0,4|4,Dance/Electronic,0a8c7a4e-9fa8-4027-a7ed-9cf2942badee,19895f24-d6ae-4b8d-ac8f-45213759f729
0385_fiveoclock,5 O' Clock,T-Pain feat. Lily Allen,Now That's What I Call Music! 41,210.917,84,100.0,4|4,Pop,9d5c7571-4313-46ee-9e44-396940e9d7ee,b3cf3e28-2aa9-409b-87d6-bccb44d2eb28
0386_footloose,Footloose (from the Paramount Film ''Footloose''),Kenny Loggins,Now That's What I Call Running,222.473,174,100.0,4|4,Pop,384f304d-5539-4cbf-920b-cfa8e69f795e,b4964622-4b4a-4b2f-b76c-38881e5d7fa1
0387_free,Free,Graffiti6,Now That's What I Call Music! 42,227.729,127,100.0,4|4,Pop,fc7534f3-52f2-46e9-b50c-8c7882de7bd3,95cb098d-ef44-42b0-be8c-5c06fdc766b6
0388_gangnamstyle,Gangnam Style,PSY,Now That's What I Call Music! 44,218.212,133,100.0,4|4,Dance/Electronic,882ce25d-51b9-4fe5-bbdf-16e661df0822,1f837bd4-d338-48bb-bee2-f54342e6e69c
0389_gettinoveryou,Gettin' Over You,David Guetta & Chris Willis,Now That's What I Call Music! 35,185.086,130,100.0,4|4,Dance/Electronic,5d1adbf6-cf52-432b-86b8-ee273360669f,93d1841d-7d92-44f2-91cc-a330754e399a
0390_getyourselfbackhome,Get Yourself Back Home,Gym Class Heroes feat. Neon Hitch,Now That's What I Call Music! 42,220.722,130,100.0,4|4,Hip-Hop,8ff90602-1b6a-4eb6-bca9-285aae876c2d,fe945cf1-85bb-4e27-8e82-865ccb8b880b
0391_givemeallyourluvin,Give Me All Your Luvin',Madonna feat. Nicki Minaj & M.I.A.,Radio 538 Hitzone 61,201.375,145,100.0,4|4,Dance/Electronic,8f26c20b-6954-4f7e-ab61-7b15d40c63a0,b3d50e0f-54c1-4f13-92c2-f1f1dbfa4ab3
0392_givemeyourhand,Give Me Your Hand (Best Song Ever),The Ready Set,Now That's What I Call Music! 44,225.82,126,100.0,4|4,Dance/Electronic,d166b0c9-e700-470e-9d85-f1a09a0ce7ce,301eaa0c-cc50-4c1a-b6c0-98b707fe483f
0393_giveyourheartabreak,Give Your Heart a Break,Demi Lovato,Now That's What I Call Music! 43,204.643,123,100.0,4|4,Pop,385af599-43a9-47fd-96cc-92de8b13f59f,d39e7c4b-6e71-434d-9dbf-d35c2695a2cb
0394_godgavemetoyou,God Gave Me You,Blake Shelton,"Promo Only: Country Radio, September 2011",229.899,76,100.0,4|4,Country,71c2eea1-6a0a-4336-b822-cf020e743cb9,90f00086-99fb-4a11-b081-418915ca4539
0395_gold,Gold,Britt Nicole,Now That's What I Call Music! 44,178.472,96,100.0,4|4,Pop,3873733f-3d84-4a49-a7f7-04cad4c57d0a,883aefb3-50aa-4125-b2a0-1d41d055498f
0396_goodfeeling,Good Feeling,Flo Rida,Now That's What I Call Music! 42,246.03,129,100.0,4|4,Hip-Hop,27a3e84a-bdae-4fc3-9440-218371c6143d,0ab220ec-8268-4ec5-a770-5274e8bb641a
0397_goodlife,Good Life,OneRepublic,Waking Up,250.056,95,100.0,4|4,Pop,e3373f9d-3122-49c4-b1fd-c5147b3fd016,3a8efc28-1004-4458-bd17-01501d45e375
0398_goodtime,Good Time,Owl City feat. Carly Rae Jepsen,Clubland 22,201.845,126,100.0,4|4,Pop,f6aba210-b874-4d7b-bc88-1a9abdb5c410,bbcf24c1-1172-4769-9b3c-a25927f0da98
0399_gotmygirls,Shut the Front Door (Got My Girls),Tiffany Dunn,Now That's What I Call Music! 35,227.912,95,100.0,4|4,Dance/Electronic,159138a6-f65e-452e-a86e-997a5725601e,53ad34ab-7ac4-4548-883d-bdb76f1a8027
0400_heatofthemoment,Heat of the Moment,Asia,NOW That's What I Call the 80s Hits,230.186,137,85.0,4|4,Pop,833a2d45-bff6-43ea-90fa-3817d7677ac4,e57f8551-5c9e-424b-a69d-cc485799f00f
0401_hello,Hello,Lionel Richie with Jennifer Nettles,Tuskegee,269.482,128,95.45454545,4|4,Dance/Electronic,6c12d191-b1b6-4fd5-97fd-97f427954697,6764f668-6604-49a5-8f31-248a6a878d74
0402_herestous,Here's to Us,Halestorm,The Strange Case Of...,176.066,80,100.0,4|4,Country,6fc77378-db7e-4a3c-a579-4623246dfd5e,689d4fba-c050-4e9c-a077-5c9acf55ecf2
0403_heybaby,Hey Baby (Drop It to the Floor),Pitbull feat. T-Pain,Now That's What I Call Music! 37,204.59,128,100.0,4|4,Dance/Electronic,e912e820-2f51-462b-abed-b9521f89d618,ba04c365-cc87-4f15-9da4-0d4e6891514e
0404_holditagainstme,Hold It Against Me,Britney Spears,Now That's What I Call Music! 78,226.997,133,100.0,4|4,Dance/Electronic,4b6ad952-257a-4f39-99bb-ed30e6036fd8,c89a7953-3705-481b-807a-9e62971952f0
0405_home,Home,Dierks Bentley,"Now That's What I Call Country, Volume 5",239.311,118,100.0,4|4,Country,0d2020d4-90f5-4538-82d5-c06e6de75ae8,54c81cfa-9bf9-438d-b28b-0adb78e79ce7
0406_honeybee,Honey Bee,Blake Shelton,Now That's What I Call Music! 39,220.669,103,100.0,4|4,Country,763e3673-f18d-4ded-b73f-b0a0c0595fe7,dbbf1621-e347-4161-aa32-40207734effb
0407_humpinaround,Humpin' Around,Bobby Brown,Now That's What I Call Dance Classics,260.854,110,100.0,4|4,Hip-Hop,cecef6c1-a746-4b06-a519-49575a0351ce,c402abe8-a682-4f94-9dd1-6f25a7ce53d7
0408_icanonlyimagine,I Can Only Imagine,David Guetta feat. Chris Brown & Lil Wayne,Now That's What I Call Music! 44,209.009,128,100.0,4|4,Dance/Electronic,4c33e5a8-db2a-485b-9998-c31b7fdf66b7,dc27b9e6-a1ff-4960-acf1-a775477ec3f8
0409_idontlikeyou,I Don't Like You,Eva Simons,Now That's What I Call Music! 43,251.782,128,100.0,4|4,Pop,f2d7572b-5125-4148-b119-e4d170d55d99,bb037334-796d-4db2-8088-50eacc3e3f05
0410_idontwantthisnighttoend,I Don't Want This Night to End,Luke Bryan,"Cream of Country, Volume 16",219.702,112,100.0,4|4,Country,81bb8a83-0d12-478e-8b48-3a46d09fdc63,e87b571f-a9a6-4d44-963e-9ddda20a5571
0411_ifihadyou,If I Had You,Adam Lambert,Now That's What I Call Music! 36,225.036,131,100.0,4|4,Pop,9feca3bc-15d7-42dc-b76b-c44bda3726d4,965feba0-f4f9-4de8-b0b4-f6f9aa7fd7d4
0412_ifitmakesyouhappy,If It Makes You Happy,Sheryl Crow,Now That's What I Call Music! 3,272.07,95,100.0,4|4,Pop,f726d84d-50ca-4310-93bc-5352c8904e93,9033634c-bc04-4467-8e45-b29e087116bd
0413_ifyoucouldonlysee,If You Could Only See,Tonic,Now That's What I Call the 1990s,263.364,95,99.00990099,4|4,Alternative,48342b60-5d82-40cb-a9b9-0032afa45a68,7dd05e73-020c-4bf4-b058-dac4a8adb406
0414_illbe,I'll Be,Edwin McCain,Millenium Love Songs,268.175,140,0.0,6|8,Alternative,4b9c3997-6906-4e21-b5d2-429ff1b4921d,fc71600a-844f-4218-9144-c6e9949d07f2
0415_illbewaiting,I'll Be Waiting,Michael Franti & Spearhead,Now That's What I Call Music! 38,227.101,97,100.0,4|4,Dance/Electronic,afbbdb40-b8d0-474d-a3a6-22ad4bc81b4c,15c83d43-0558-4211-8b98-b7134cd5dc92
0416_impossible,Impossible (main),Shontelle,Now That's What I Call Music! 77,224.304,90,100.0,4|4,Pop,c97cd831-d0d8-443c-a861-f74c6e7cca61,b8e359a1-9524-4eb4-a9d2-8de94e7763e9
0417_imtoosexy,I'm Too Sexy,Right Said Fred,Now That's What I Call Dance Classics,170.131,122,100.0,4|4,Dance/Electronic,71e34dad-5568-4ac6-a73a-059b46cc9eef,03c5d3ae-a69c-44f3-8c42-dae2f9736ca4
0418_inthedark,In the Dark,Dev,The Night the Sun Came Up,225.402,124,100.0,4|4,Hip-Hop,ed7752d4-048f-43fa-ab50-6029524df669,38bb8938-74f4-4ede-bb97-f0775a1f36e1
0419_itgirl,It Girl,Jason Derulo,Platinum Hits,187.962,92,100.0,4|4,Pop,4decc1af-6c0d-4f1f-9afa-bbe4bc13af9f,f9c49cd0-f39a-4687-bdd6-ab8620e2e491
0420_itsrainingmen,It's Raining Men,The Weather Girls,Now That's What I Call Dance Classics,211.597,137,100.0,4|4,Pop,f892e4e7-147e-4c27-86c5-1bcda92c70e9,abf76f1d-62b3-41b6-97ee-f80bc4692d6b
0421_ittakestwo,It Takes Two,Rob Base & DJ E-Z Rock,Now That's What I Call Dance Classics,211.833,112,100.0,4|4,Hip-Hop,b0a37dff-ec27-4b2a-8ae4-4cce1c7aedc9,adad7dbb-169b-4c19-96d1-209af45fa932
0422_itwillrain,It Will Rain,Bruno Mars,Now That's What I Call Music! 42,254.057,75,100.0,4|4,Pop,15274cfe-4a96-4761-a01f-4fb99afc04d3,fd69c30f-bedf-48bf-b7bd-d73876d39f43
0423_iwannago,I Wanna Go,Britney Spears,Now That's What I Call Music! 59,209.035,130,100.0,4|4,Dance/Electronic,113b6fbc-8a9a-40f1-ae9f-538ba2a93ae7,52c39a57-43cf-45c7-bc16-06a5ba743eca
0424_justadream,Just a Dream,Nelly,Now That's What I Call Music! 36,235.886,90,100.0,4|4,Hip-Hop,9d3dced0-3b54-4a1f-a9b4-8a4dadf74f6a,5a3601d2-743a-42af-a0db-e9b544c86b0e
0425_justakiss,Just a Kiss,Lady Antebellum,Now That's What I Call Country Ballads 2,218.552,71,100.0,4|4,Pop,e3537888-c49d-4f38-a531-8a2516da1d24,35071847-6a47-4844-bf0e-0c7e394b3e6a
0426_justcantgetenough,Just Can't Get Enough,The Black Eyed Peas,NOW That's What I Call R&B,219.545,94,100.0,4|4,Hip-Hop,6204119d-ea38-4d8f-be8f-44afb2f59786,24633520-c2a6-4ff6-a500-9c8ce6783115
0427_justthewayyouare,Just the Way You Are,Bruno Mars,Now That's What I Call Music! 37,216.12,109,100.0,4|4,Pop,2c03feb2-af77-483f-982e-8d82d3ffd03f,676eaecf-08c0-4a77-95e0-058fe08a9ba7
0428_kingofanything,King of Anything,Sara Bareilles,Now That's What I Call Music! 36,205.558,119,100.0,4|4,Pop,f8633ac2-2a28-4954-8459-4b43f17c2257,1e62d7a3-3c3a-4d2e-9e2b-266f22644821
0429_kissinu,Kissin U,Miranda Cosgrove,Now That's What I Call Music! 35,196.825,110,100.0,4|4,Pop,1ea8a55d-a835-4093-a93c-a2cf1f82dc35,09bf67c7-10f6-489a-8d0e-b3bef78b49a3
0430_lastfridaynight,Last Friday Night (T.G.I.F.),Katy Perry,Now That's What I Call Music! 59,230.474,126,100.0,4|4,Pop,a2b6d3f6-2ab5-4522-9a40-e589fb8f6e02,0fbd6a36-dcb3-4344-bb98-fc953622b69d
0431_letitrain,Let It Rain,David Nail,"Promo Only: Country Radio, March 2011",222.578,78,100.0,4|4,Country,c5a0713f-7004-4bcc-ad9e-8e126f8ed4f0,803209c5-ce14-4015-8eeb-731c11677b6d
0432_letsgo,Let's Go,Calvin Harris feat. Ne-Yo,Now That's What I Call Music! 43,225.114,128,100.0,4|4,Dance/Electronic,90ef07dc-f45b-41bf-be1b-8ce95b4315d3,14278d3e-edce-48d4-b5e7-fe32fe8fbf55
0433_lighters,Lighters,Bad Meets Evil feat. Bruno Mars,Now That's What I Call Music! 40,302.529,90,99.09909909999999,4|4,Pop,0a2f926b-fc6c-4123-a3ab-a0493286eeab,a50913b8-ffd5-4ede-8117-c77d1374989c
0434_lights,Lights,Ellie Goulding,Now That's What I Call Music! 43,210.212,120,100.0,4|4,Pop,e8b32cd0-f354-4956-8ffe-2f9675ba18a2,d1cc7533-6e0b-4f61-a481-d834be2a0ebc
0435_lookatmenow,Look at Me Now,Chris Brown feat. Lil Wayne & Busta Rhymes,F.A.M.E.,222.578,73,98.48484848,4|4,Hip-Hop,ae6b88bb-39aa-479d-99cd-cbda7406d5c4,1baa8332-cb18-4b71-9000-2619bae49fa9
0436_loveactually,Love Actually,Cady Groves,Now That's What I Call Music! 43,228.356,124,100.0,4|4,Pop,c411fc5c-49e9-43c1-af61-32eb87f97bce,27847fbd-4825-4467-b2b8-2093d629895e
0437_lovelikewoe,Love Like Woe,The Ready Set,"Promo Only: Mainstream Radio, June 2010",199.858,90,100.0,4|4,Pop,19665ed7-1c12-4eb1-aedc-f310ab59229e,7c1ab7e6-6e9f-4e99-a479-5d73ee5d7373
0438_loverlover,"Lover, Lover",Jerrod Niemann,Now That's What I Call Music! 35,204.198,112,98.88888889,4|4,Country,08e80d04-69d4-47e6-af52-14d208eed902,27e948cc-9004-4d92-9d6f-d365c84341b7
0439_lovethewayyoulie,Love the Way You Lie,Eminem feat. Rihanna,Now That's What I Call Music! 37,262.397,87,98.93617021,4|4,Hip-Hop,29d6a30b-b911-475c-808c-8b289844ca75,2d306815-8b9b-48a6-a262-fbf48f94bbe3
0440_loveyoulikealovesong,Love You Like a Love Song,Selena Gomez & The Scene,Now That's What I Call Music! 41,185.949,118,100.0,4|4,Pop,1a22c8ba-3f56-44a5-90fb-8eb150811b8f,0789f900-e980-4cad-b32a-a95d7f57ca51
0441_lovingyoutonight,Loving You Tonight,Andrew Allen,Now That's What I Call Music! 37,179.962,93,100.0,4|4,Pop,c6779251-38d1-40fe-966b-d79d7722e41e,1df29ee4-fc64-4dfd-8db5-e604bb8b4dfb
0442_lullaby,Lullaby,Shawn Mullins,American Anthems II,273.639,80,100.0,4|4,Pop,ae83495c-014f-4ec0-8623-8262695b6818,b457c00e-7d7d-4ae2-b6ea-80ede0d57689
0443_magic,Magic,B.o.B feat. Rivers Cuomo,Now That's What I Call Music! 36,193.976,165,100.0,4|4,Pop,38264cd6-cc52-421d-bae8-efc6d04f6a9d,06bf3a24-525c-437f-b5ed-096f4dc4296f
0444_maybe,Maybe,Sick Puppies,Tri-Polar,200.747,84,100.0,4|4,Pop,571e7386-96b5-4eff-984f-cdc78fcf5796,5ce9d85e-771f-4b05-9172-135c3a728e24
0445_memories,Memories,David Guetta feat. Kid Cudi,Now That's What I Call Music! 36,208.381,130,100.0,4|4,Dance/Electronic,cf7caec1-880b-4256-990f-430d47d3c154,60f8f9c1-e810-4a73-9bbb-e7ff43746ddb
0446_midnightcity,Midnight City,M83,Pure FM Volume 2,240.566,105,100.0,4|4,Pop,e83bc6ba-eff9-412c-8c11-5153672f25e7,4dfd11f7-5361-4607-9d8e-d764af87efa9
0447_mindyourmanners,Mind Your Manners,Chiddy Bang,Now That's What I Call Music! 39,194.629,93,100.0,4|4,Hip-Hop,3e60fb6b-dc4a-4568-b599-a5b09515b2f7,62707970-8657-4ab9-b75f-34c26b9c6d71
0448_mine,Mine,Taylor Swift,Now That's What I Call Music! 37,240.043,121,100.0,4|4,Pop,721f020b-80bf-444b-a8cc-b09b0bc4a30e,2c408c89-b00a-49b0-bd3d-89864ea6b321
0449_misery,Misery,Maroon 5,Now That's What I Call Music! 36,206.394,103,98.86363636,4|4,Pop,e3e52eca-44f0-4ba3-8538-724050c875b5,7b115461-9f5c-4c1e-9be0-cdefb2032f56
0450_more,More,Usher,Now That's What I Call Music! 38,227.781,119,100.0,4|4,Dance/Electronic,61a7c7a8-c047-4da5-855a-1e91c0d7d4f6,b0698563-e529-4d19-8ae9-86ccbc2b9271
0451_mrknowitall,Mr. Know It All,Kelly Clarkson,Now That's What I Call Music! 80,229.82,96,100.0,4|4,Pop,964a3587-e980-42aa-a9c2-f19c03ef12dc,4ca7dea9-209c-42cf-b206-ffa6adf00426
0452_myfirstkiss,My First Kiss,3OH!3 feat. Ke$ha,Now That's What I Call Music! 35,192.564,138,100.0,4|4,Hip-Hop,5c2e0e48-4c3d-4350-80d9-ec91faf622fc,9820f325-fe6f-4efe-bde5-2ddcc78dde7e
0453_mygirl,My Girl,Mindless Behavior,Now That's What I Call Music! 37,240.043,74,100.0,4|4,Hip-Hop,d050247c-f8b0-4e90-a1e9-92adaf2d7de7,7783c4ec-4b0e-480e-ba72-deb1d43b96a1
